Datetime,Open,High,Low,Close,Volume,Ticker
2026-02-06 18:59:00+00:00,267.57,267.57,267.54,267.54,98,ADBE
2026-02-06 18:59:00+00:00,207.6,207.6,207.52,207.58,606,AMD
2026-02-06 18:59:00+00:00,206.77,206.79,206.46,206.46,6287,AMZN
2026-02-06 18:59:00+00:00,333.21,333.26,333.21,333.26,451,AVGO
2026-02-06 18:59:00+00:00,658.795,658.795,658.32,658.32,995,META
2026-02-06 18:59:00+00:00,397.5,397.82,397.49,397.74,1973,MSFT
2026-02-06 18:59:00+00:00,184.65,184.65,184.57,184.57,4057,NVDA
2026-02-06 18:59:00+00:00,411.59,411.6,411.32,411.35,1271,TSLA
2026-02-06 19:00:00+00:00,267.605,267.605,267.42,267.42,296,ADBE
2026-02-06 19:00:00+00:00,207.585,207.585,207.32,207.32,672,AMD
2026-02-06 19:00:00+00:00,206.44,206.57,206.26,206.33,7926,AMZN
2026-02-06 19:00:00+00:00,333.32,333.34,333.205,333.21,1008,AVGO
2026-02-06 19:00:00+00:00,658.095,658.36,657.88,658.36,2119,META
2026-02-06 19:00:00+00:00,397.78,397.78,397.6,397.68,1455,MSFT
2026-02-06 19:00:00+00:00,184.57,184.58,184.53,184.54,2391,NVDA
2026-02-06 19:00:00+00:00,411.3,411.41,411.1,411.1,888,TSLA
2026-02-06 19:01:00+00:00,267.38,267.38,267.24,267.24,268,ADBE
2026-02-06 19:01:00+00:00,207.28,207.33,207.24,207.24,964,AMD
2026-02-06 19:01:00+00:00,206.35,206.42,206.2,206.3,7143,AMZN
2026-02-06 19:01:00+00:00,333.245,333.32,333.245,333.32,615,AVGO
2026-02-06 19:01:00+00:00,658.23,659.0,658.23,659.0,1352,META
2026-02-06 19:01:00+00:00,397.73,397.96,397.57,397.66,1787,MSFT
2026-02-06 19:01:00+00:00,184.57,184.67,184.57,184.655,2567,NVDA
2026-02-06 19:01:00+00:00,411.23,411.435,411.18,411.345,1262,TSLA
2026-02-06 19:02:00+00:00,267.29,267.29,267.15,267.2,403,ADBE
2026-02-06 19:02:00+00:00,207.28,207.3,207.12,207.195,1298,AMD
2026-02-06 19:02:00+00:00,206.36,206.43,206.18,206.43,20298,AMZN
2026-02-06 19:02:00+00:00,333.34,333.42,333.15,333.42,962,AVGO
2026-02-06 19:02:00+00:00,659.29,659.76,659.29,659.67,1070,META
