Datetime,Open,High,Low,Close,Volume
2025-02-25 05:00:00+00:00,90.09,93.575,89.36,92.9,710090
2025-02-26 05:00:00+00:00,96.72,97.72,94.61,96.4,407514
2025-02-27 05:00:00+00:00,97.9,98.01,91.4,91.53,434079
2025-02-28 05:00:00+00:00,91.145,93.18,90.41,93.1,365617
2025-03-03 05:00:00+00:00,93.07,93.07,84.855,85.99,559562
2025-03-04 05:00:00+00:00,82.465,86.93,81.51,85.48,576582
2025-03-05 05:00:00+00:00,87.03,88.34,85.435,87.815,502681
2025-03-06 05:00:00+00:00,83.64,86.53,83.33,84.34,347461
2025-03-07 05:00:00+00:00,85.9,86.195,80.275,83.34,558940
2025-03-10 04:00:00+00:00,79.84,80.515,76.01,77.57,691180
2025-03-11 04:00:00+00:00,77.645,81.11,76.8,79.12,420820
2025-03-12 04:00:00+00:00,82.48,82.87,79.365,80.25,368789
2025-03-13 04:00:00+00:00,79.605,80.7,78.545,80.19,223741
2025-03-14 04:00:00+00:00,82.43,84.25,81.81,83.48,337019
2025-03-17 04:00:00+00:00,84.235,85.74,83.79,85.08,267026
2025-03-18 04:00:00+00:00,83.72,84.8,83.305,84.005,308104
2025-03-19 04:00:00+00:00,84.625,84.98,82.45,84.41,382664
2025-03-20 04:00:00+00:00,83.44,84.51,82.82,82.91,267319
2025-03-21 04:00:00+00:00,81.78,83.83,80.825,83.17,227614
2025-03-24 04:00:00+00:00,85.59,87.635,85.455,87.51,278361
2025-03-25 04:00:00+00:00,87.3,88.2,86.685,86.94,226538
2025-03-26 04:00:00+00:00,86.035,86.035,80.01,81.67,510866
2025-03-27 04:00:00+00:00,80.25,81.01,78.015,78.9,415368
2025-03-28 04:00:00+00:00,79.51,80.1,77.105,77.91,352673
2025-03-31 04:00:00+00:00,75.22,77.65,74.68,77.43,339563
2025-04-01 04:00:00+00:00,76.88,78.54,75.92,78.53,233561
2025-04-02 04:00:00+00:00,75.75,81.2,75.75,80.15,279277
2025-04-03 04:00:00+00:00,73.49,75.47,71.145,71.265,625848
2025-04-04 04:00:00+00:00,67.97,68.46,62.43,64.38,847574
2025-04-07 04:00:00+00:00,59.9,70.56,59.75,68.135,750243
2025-04-08 04:00:00+00:00,72.755,74.46,67.785,69.56,722296
2025-04-09 04:00:00+00:00,69.235,77.275,68.61,76.16,799800
2025-04-10 04:00:00+00:00,73.57,74.335,69.93,72.63,371258
2025-04-11 04:00:00+00:00,72.38,73.76,70.66,72.62,397685
2025-04-14 04:00:00+00:00,76.395,76.69,73.22,73.57,374531
2025-04-15 04:00:00+00:00,73.34,73.99,72.41,73.24,245953
2025-04-16 04:00:00+00:00,70.15,73.11,70.095,71.85,320454
2025-04-17 04:00:00+00:00,72.45,72.45,70.42,71.22,247163
2025-04-21 04:00:00+00:00,68.775,69.18,66.61,67.69,262636
