Datetime,Open,High,Low,Close,Volume
2025-02-25 05:00:00+00:00,129.96,130.2,124.49,126.52,6041492
2025-02-26 05:00:00+00:00,129.94,133.725,128.495,131.525,4179878
2025-02-27 05:00:00+00:00,135.0,135.0,120.05,120.245,7001324
2025-02-28 05:00:00+00:00,118.05,125.02,116.42,124.995,5174741
2025-03-03 05:00:00+00:00,123.51,123.69,112.31,114.06,6832918
2025-03-04 05:00:00+00:00,110.68,119.31,110.12,115.92,7022319
2025-03-05 05:00:00+00:00,117.56,118.27,114.515,117.345,3478295
2025-03-06 05:00:00+00:00,113.49,115.33,110.235,110.56,5454471
2025-03-07 05:00:00+00:00,111.185,113.48,107.57,112.71,4730053
2025-03-10 04:00:00+00:00,109.89,111.83,105.465,107.015,5584708
2025-03-11 04:00:00+00:00,107.0,112.215,104.79,108.7,4864065
2025-03-12 04:00:00+00:00,114.1,116.755,112.88,115.705,3282611
2025-03-13 04:00:00+00:00,117.005,117.755,113.8,115.74,3505293
2025-03-14 04:00:00+00:00,118.59,121.88,118.185,121.54,4647080
2025-03-17 04:00:00+00:00,122.74,122.87,118.03,119.625,3833610
2025-03-18 04:00:00+00:00,118.025,119.0,114.545,115.555,4792111
2025-03-19 04:00:00+00:00,117.305,120.44,115.69,117.53,4431361
2025-03-20 04:00:00+00:00,116.48,120.19,116.47,118.5,2575320
2025-03-21 04:00:00+00:00,116.9,117.98,115.43,117.68,3932365
2025-03-24 04:00:00+00:00,119.89,122.22,119.36,121.24,3182721
2025-03-25 04:00:00+00:00,120.565,121.29,118.93,120.66,2855458
2025-03-26 04:00:00+00:00,118.755,118.82,112.72,113.715,6207680
2025-03-27 04:00:00+00:00,111.36,114.44,110.68,111.41,4145787
2025-03-28 04:00:00+00:00,111.49,112.85,109.085,109.63,3412878
2025-03-31 04:00:00+00:00,105.13,108.95,103.66,108.525,5633283
2025-04-01 04:00:00+00:00,108.52,110.19,106.48,110.14,3953520
2025-04-02 04:00:00+00:00,107.28,111.97,106.8,110.31,2857105
2025-04-03 04:00:00+00:00,103.51,105.63,101.6,101.78,6497128
2025-04-04 04:00:00+00:00,98.87,100.105,92.11,94.28,8030650
2025-04-07 04:00:00+00:00,87.53,101.75,86.62,97.62,8904256
2025-04-08 04:00:00+00:00,103.84,105.845,94.485,96.41,6613619
2025-04-09 04:00:00+00:00,98.88,115.09,97.72,114.21,8146151
2025-04-10 04:00:00+00:00,109.34,110.86,103.02,107.67,6749690
2025-04-11 04:00:00+00:00,108.59,111.48,107.5,110.765,4245442
2025-04-14 04:00:00+00:00,114.145,114.29,109.09,110.71,3748071
2025-04-15 04:00:00+00:00,110.97,113.61,110.52,112.12,2745361
2025-04-16 04:00:00+00:00,104.495,106.78,100.45,104.52,5607221
2025-04-17 04:00:00+00:00,104.455,104.455,100.06,101.4,4057796
2025-04-21 04:00:00+00:00,98.74,99.4,95.04,96.77,3151406
2025-04-22 04:00:00+00:00,98.77,99.805,97.285,98.865,3422641
2025-04-23 04:00:00+00:00,104.52,104.8,102.02,102.495,3880014
2025-04-24 04:00:00+00:00,103.48,106.535,103.13,106.38,2667787
2025-04-25 04:00:00+00:00,106.87,111.915,105.76,110.92,4031722
2025-04-28 04:00:00+00:00,109.69,110.36,106.02,108.72,2694490
2025-04-29 04:00:00+00:00,107.66,110.12,107.45,108.91,1816155
2025-04-30 04:00:00+00:00,104.475,108.88,104.095,108.79,2566232
2025-05-01 04:00:00+00:00,113.1,114.935,111.33,111.545,4008371
2025-05-02 04:00:00+00:00,114.17,115.39,113.38,114.44,2806225
2025-05-05 04:00:00+00:00,112.88,114.655,112.67,113.78,1844171
2025-05-06 04:00:00+00:00,111.48,114.74,110.83,113.455,2082813
2025-05-07 04:00:00+00:00,113.04,117.65,112.29,117.015,3444521
2025-05-08 04:00:00+00:00,118.49,118.665,115.875,117.365,2526801
2025-05-09 04:00:00+00:00,117.4,118.23,115.22,116.61,1829396
2025-05-12 04:00:00+00:00,121.965,123.0,120.3,122.985,3287098
2025-05-13 04:00:00+00:00,124.96,131.215,124.485,129.83,3688220
2025-05-14 04:00:00+00:00,133.17,135.43,131.69,135.35,4170364
2025-05-15 04:00:00+00:00,134.3,136.29,132.67,134.91,2264944
2025-05-16 04:00:00+00:00,136.2,136.29,133.54,135.31,2156082
2025-05-19 04:00:00+00:00,132.54,135.87,132.49,135.6,1713501
2025-05-20 04:00:00+00:00,134.31,134.55,132.655,134.41,1176871
2025-05-21 04:00:00+00:00,133.05,137.395,130.605,131.81,2555982
2025-05-22 04:00:00+00:00,132.195,134.25,131.58,132.9,1968448
2025-05-23 04:00:00+00:00,129.91,132.66,129.18,131.3,1644584
2025-05-27 04:00:00+00:00,134.14,135.65,133.33,135.495,2694451
2025-05-28 04:00:00+00:00,136.03,137.245,134.8,134.83,4127199
2025-05-29 04:00:00+00:00,142.245,143.48,137.91,139.18,4365352
2025-05-30 04:00:00+00:00,138.715,139.61,132.925,134.89,3556052
2025-06-02 04:00:00+00:00,135.55,138.11,135.45,137.37,2006562
2025-06-03 04:00:00+00:00,138.78,142.0,137.96,141.27,4284427
2025-06-04 04:00:00+00:00,142.18,142.36,139.57,141.84,2477929
2025-06-05 04:00:00+00:00,142.15,144.0,138.845,140.01,2563431
2025-06-06 04:00:00+00:00,142.505,143.25,141.52,141.67,2432036
2025-06-09 04:00:00+00:00,143.21,144.99,141.955,142.57,2676439
2025-06-10 04:00:00+00:00,142.69,144.285,141.55,143.95,1925466
2025-06-11 04:00:00+00:00,144.62,144.99,141.88,142.875,1568576
2025-06-12 04:00:00+00:00,141.97,145.0,141.87,145.0,1682713
2025-06-13 04:00:00+00:00,142.48,143.58,140.86,141.98,2473342
2025-06-16 04:00:00+00:00,143.345,146.175,143.275,144.67,2675568
2025-06-17 04:00:00+00:00,144.47,145.18,143.8,144.03,1563089
2025-06-18 04:00:00+00:00,144.005,145.6,143.14,145.485,2041017
2025-06-20 04:00:00+00:00,145.4,146.195,142.675,143.76,2488233
2025-06-23 04:00:00+00:00,142.485,144.73,142.05,144.16,2255883
2025-06-24 04:00:00+00:00,145.59,147.955,145.51,147.89,2715556
2025-06-25 04:00:00+00:00,149.29,154.44,149.29,154.4,3504133
2025-06-26 04:00:00+00:00,155.985,156.71,154.03,155.07,3616990
2025-06-27 04:00:00+00:00,155.985,158.7,155.265,157.72,2927191
2025-06-30 04:00:00+00:00,158.41,158.63,155.96,157.98,2635872
2025-07-01 04:00:00+00:00,156.28,157.19,151.5,153.34,4509554
2025-07-02 04:00:00+00:00,153.01,157.595,153.01,157.26,2818171
2025-07-03 04:00:00+00:00,158.295,160.965,157.78,159.325,1985303
2025-07-07 04:00:00+00:00,158.19,159.31,157.365,158.305,1924669
2025-07-08 04:00:00+00:00,159.37,160.21,158.4,159.99,2456207
